gameid,time,roundNum,sender,contents,tangram
4404-5,1438804776592,3,director,"4. head falling off to the left",G
4404-5,1438804783070,3,director,"5.Man pointing left",D
4404-5,1438804795070,3,director,"6. square with two triangles on head~~~",E
4404-5,1438804811264,3,director,"7. Square on another square with tail ",K
4404-5,1438804829990,3,director,"8. Square on top between two triangles ",B
4404-5,1438804840638,3,director,"9. Fat man pointing right ",J
4404-5,1438804857427,3,director,"10. Square head on top, triangle mid and wavy legs~~~",L
4404-5,1438804869532,3,director,"11. One foot man with head falling off too the right",A
4404-5,1438804875397,3,director,"12. Flying man",C
4404-5,1438804929898,3,matcher,"could you describe 8 and 10 a lttle more",0
4404-5,1438804954398,3,director,"10 looks like it's facing right with a triangle in his gut ",L
4404-5,1438804981184,3,director,"8. Has a square at the top in the middle of two triangles one facing right and one facing left",B
4404-5,1438805017028,3,matcher,"3 7 8 10",0
4404-5,1438805022539,3,matcher,"is 7 sitting down",K
4404-5,1438805045397,3,director,"7 doesn't really have legs,",K
4404-5,1438805062219,3,matcher,"which one has the guy sitting down?",F
4404-5,1438805066180,3,matcher,"with his legs on the left",F
4404-5,1438805071645,3,director,"1",F
4404-5,1438805075770,3,matcher,"oh god.",F
4404-5,1438805078804,3,director,"knee bent guy",F
4404-5,1438805086269,3,matcher,"oh.",F
4404-5,1438805164093,4,director,"1. The guy standing on one leg with head falling off to the right ",A
4404-5,1438805182398,4,director,"2. The other guy standing on one leg with triangles facing to the left ",I
4404-5,1438805192244,4,director,"3. Knee Bent guy",F
4404-5,1438805205580,4,director,"4. Square head falling off to the left, bent body~~~",G
4404-5,1438805218995,4,director,"5. Solid body square on top",H
4404-5,1438805225691,4,director,"6. Man pointing to the left",D
4404-5,1438805229408,4,matcher,"knee bent = sitting down, correct?",F
4404-5,1438805232643,4,director,"Right",F
4404-5,1438805251133,4,matcher,"theres a lot of knee bents, i think sitting down is a better description, for the next 3 rounds",F
4404-5,1438805264113,4,director,"7. Square head in top, triangle in gut facing right ",L
4404-5,1438805265265,4,director,"okay",L
4404-5,1438805288394,4,director,"8. 2 Triangles on top of a square head ",E
4404-5,1438805302434,4,director,"9. Flying guy ",C
4404-5,1438805337568,4,director,"10. Square head on top of another half square, triangle tail on the left, and a triangle facing right ",K
4404-5,1438805353965,4,director,"11. Fat guy pointing right ",J
4404-5,1438805374851,4,director,"12. Square sitting on the top of the body between two triangles, one facing left, and the other facing right",B
4404-5,1438805401102,4,matcher,"#10?",K
4404-5,1438805408760,4,matcher,"and #7",L
4404-5,1438805421371,4,director,"Square head on top of another half square, triangle tail on the left, and a triangle facing right.",K
4404-5,1438805423490,4,director,"for 10",K
4404-5,1438805424386,4,matcher,"both had "triangle in gut facing right"",K
4404-5,1438805427234,4,matcher,"so tail is 10",K
4404-5,1438805450552,5,director,"1. Square head with two triangles on top of it~~~",E
4404-5,1438805457009,5,director,"2. man sitting with bent knees",F
4404-5,1438805469850,5,director,"3. head falling off the left side of the body ",G
4404-5,1438805481259,5,director,"4. solid body with square head on top",H
4404-5,1438805515298,5,director,"5. Square on top of another half square, small triangle tail on the left body the body ",K
4404-5,1438805526326,5,director,"6. Man flying",C
4404-5,1438805532840,5,director,"7. Man pointing to the left",D
4404-5,1438805560736,5,director,"8. Square on top of the head between two triangles, one pointing left and the other right",B
4404-5,1438805573618,5,director,"9. Man on one leg with head falling off the right side ",A
4404-5,1438805580417,5,director,"10. Fat man pointing right",J
4404-5,1438805599519,5,director,"11. Man on one leg with a square head sitting on two triangles on top of each other",I
4404-5,1438805622208,5,director,"12.Square head on top with a triangle in his gut facing right with wavy bottom ",L
4404-5,1438805641193,6,director,"1. Man pointing to the left",D
4404-5,1438805657472,6,director,"2. Square head on top of body with a triangle in his gut facing right~~~ Has wavy bottom ",L
4404-5,1438805668976,6,director,"3. head falling off the right side of the body ",A
4404-5,1438805679461,6,director,"4. head falling off the left side of the body",G
4404-5,1438805683984,6,director,"5. Man Flying",C
4404-5,1438805700479,6,director,"6. Square head on top of a half square with a small tail on the left side ",K
4404-5,1438805709464,6,director,"7. Fat man pointing right ",J
4404-5,1438805722519,6,director,"8. Square head with two triangles on top of it ",E
4404-5,1438805729194,6,director,"9. Man sitting with bent knees ",F
4404-5,1438805757494,6,director,"10. man standing on one leg with a square head on two triangles stacked on each other",I
4404-5,1438805777718,6,director,"11. Square head on top in the middle of two triangles facing left and right",B
4404-5,1438805784999,6,director,"12. Solid body with square head",H
4404-5,1438805789298,6,matcher,"Alright",H
4404-5,1438805792708,6,matcher,"Guess that's it",0
4404-5,1438805795495,6,matcher,"good luck turking :P",0
4404-5,1438805797608,6,director,"haha you too",0
