gameid,time,roundNum,sender,contents,tangram
0215-4,1438805054630,2,director,"10: facing left, the face is a block, pointing diagonally up in the air, a triangle pointing at his neck",B
0215-4,1438805080005,2,matcher,"ok 11",A
0215-4,1438805104635,2,director,"11: facing left, standing, long pointy nose like bird, right leg is raised up, block rolling off neck",A
0215-4,1438805113047,2,matcher,"ok 12 has no arms?",H
0215-4,1438805121397,2,director,"yes, you got it",H
0215-4,1438805124265,2,matcher,"submitting",*
0215-4,1438805132855,3,matcher,"so what's your no. 1",B
0215-4,1438805139945,3,director,"1: the guy with no arms",B
0215-4,1438805145852,3,matcher,"and 2",I
0215-4,1438805169825,3,director,"2: facing left, right leg in air, left leg/foot supporting him",I
0215-4,1438805177368,3,matcher,"ok 3",K
0215-4,1438805198837,3,director,"3: facing right, kneeling as if in prayer",K
0215-4,1438805205768,3,matcher,"ok 4",L
0215-4,1438805244887,3,director,"4: very similar to 3, except knees are bent, not kneeling all the way",L
0215-4,1438805249922,3,matcher,"ok 5",E
0215-4,1438805283243,3,director,"5: sitting against a wall like facing right side, head is a block pointing down, with two triangles resting on his head.",E
0215-4,1438805290810,3,matcher,"ok 6",C
0215-4,1438805313872,3,director,"6: the guy who's standing diagonally with arms spread out",C
0215-4,1438805327983,3,matcher,"ok 7",B
0215-4,1438805369975,3,director,"7: facing left, his block head is pointing diagonally up to the left, with a triangle pointing leftward on his neck",B
0215-4,1438805385500,3,matcher,"ok 8",F
0215-4,1438805417374,3,director,"8: he's sitting against a wall like facing left, block head is facing down, knees bent",F
0215-4,1438805423908,3,matcher,"ok 9",D
0215-4,1438805449734,3,director,"9: facing left, diamond head, he's holding a big plate with both hands, wearing a robe",D
0215-4,1438805452993,3,matcher,"ok 10",J
0215-4,1438805473867,3,director,"10: diamond head, no neck, head is resting on a flat surface",J
0215-4,1438805481825,3,matcher,"ok 11",A
0215-4,1438805499606,3,director,"11: it's the dude with the bird nose, facing left, nose pointing downward",A
0215-4,1438805508904,3,matcher,"ok 12 is pushup guy",K
0215-4,1438805518990,3,director,"12: yes or maybe doing yoga",K
0215-4,1438805532868,4,matcher,"okay, onward",K
0215-4,1438805536173,4,director,"yes",0
0215-4,1438805538546,4,matcher,"numero uno",C
0215-4,1438805551215,4,director,"1: the guy with the arms spread out, standing diagonally",C
0215-4,1438805556647,4,matcher,"and 2",K
0215-4,1438805575692,4,director,"2: facing right, kneeling, as if praying"K
0215-4,1438805582337,4,matcher,"ok 3",G
0215-4,1438805585046,4,director,"2: knees are on floor",K
0215-4,1438805605316,4,director,"3: that yoga guy, with head rolling off to the left",G
0215-4,1438805614899,4,matcher,"ok 4",F
0215-4,1438805630131,4,director,"4: sitting against a wall, facing left, knees bent",F
0215-4,1438805635824,4,matcher,"ok 5",J
0215-4,1438805648474,4,director,"5: the guy with a diamond head and no neck, just a flat surface",J
0215-4,1438805652993,4,matcher,"ok 6",D
0215-4,1438805668333,4,director,"6: facing left, holding a plate with both hands, wearing a robe",D
0215-4,1438805674705,4,matcher,"ok 7",L
0215-4,1438805692686,4,director,"7: facing right side, knees bent, diamond head, as if holding a plate",L
0215-4,1438805701781,4,matcher,"ok 8",E
0215-4,1438805724006,4,director,"8: sitting against a wall, facing right side block head facing down, with 2 triangles on his head",E
0215-4,1438805735678,4,matcher,"ok 9",I
0215-4,1438805751752,4,director,"9: facing left, arms extended, right leg in air, left leg supporting him",I
0215-4,1438805761379,4,matcher,"ok 10",B
0215-4,1438805791269,4,director,"10: facing left, block head is pointing up a little, triangle pointing at neck",B
0215-4,1438805802253,4,matcher,"ok 11",H
0215-4,1438805806843,4,director,"11: the dude with no arms",H
0215-4,1438805824877,4,director,"12: the bird nose"A
0215-4,1438805834718,5,matcher,"ok and one again",L
0215-4,1438805851746,5,director,"1: facing right, knees bent, as if holding a plate",L
0215-4,1438805857421,5,matcher,"and 2",E
0215-4,1438805876768,5,director,"2: two triangles resting on his head",E
0215-4,1438805882549,5,matcher,"ok 3",D
0215-4,1438805893001,5,director,"3: facing left, holding plate, wearing a robe",D
0215-4,1438805900917,5,matcher,"ok 4",G
0215-4,1438805915595,5,director,"4: the one doing either a pushup or yoga",G
0215-4,1438805923825,5,matcher,"ok 5",J
0215-4,1438805936013,5,director,"5: the guy with the diamond face, no neck, flat surface",J
0215-4,1438805939168,5,matcher,"ok 6",H
0215-4,1438805945101,5,director,"6: he has no arms at all",H
0215-4,1438805948926,5,matcher,"ok 7",K
0215-4,1438805963540,5,director,"7: facing right, kneeling, praying, holding a plate",K
0215-4,1438805967152,5,matcher,"ok 8",A
0215-4,1438805980134,5,director,"8: its birdman! that beak!",A
0215-4,1438806001139,5,matcher,"lol ok 9",F
0215-4,1438806002415,5,director,"9: facing left, against a wall",F
0215-4,1438806010005,5,matcher,"and 10",C
0215-4,1438806018543,5,director,"10: the guy singing, with arms spread out",C
0215-4,1438806023084,5,matcher,"ok 11",I
0215-4,1438806040990,5,director,"11: facing left, right leg up, left foot/leg supporting him",I
0215-4,1438806050730,5,matcher,"and 12 is triangle pointing at neck",B
0215-4,1438806055121,5,director,"12: yes",B
0215-4,1438806063251,6,matcher,"and 1 for the last time",G
0215-4,1438806082126,6,director,"1: the yoga dude ",G
0215-4,1438806085176,6,matcher,"ok 2",I
0215-4,1438806100119,6,director,"2: facing left, left leg supporting him",I
0215-4,1438806103529,6,matcher,"ok 3",K
0215-4,1438806131009,6,director,"3: facing right, kneeling, knees on ground, holding plate",K
0215-4,1438806134050,6,matcher,"ok 4",A
0215-4,1438806140905,6,director,"4: birdman beak",A
0215-4,1438806144578,6,matcher,"and 5",F
0215-4,1438806154717,6,director,"5: sitting against a wall, facing left",F
0215-4,1438806158483,6,matcher,"ok 6",C
0215-4,1438806163270,6,director,"6: the singer, arms spread",C
0215-4,1438806166565,6,matcher,"ok 7",E
0215-4,1438806172469,6,director,"7: two triangles resting on head",E
0215-4,1438806175187,6,matcher,"ok 8",B
0215-4,1438806190686,6,director,"8: facing left, triangle pointing at neck",B
0215-4,1438806194458,6,matcher,"ok 9",D
0215-4,1438806205505,6,director,"9: facing left, holding plate, robe",D
0215-4,1438806212789,6,matcher,"ok 10",J
0215-4,1438806219633,6,director,"the guy with no neck",J
0215-4,1438806226972,6,matcher,"ok 11",H
0215-4,1438806227762,6,director,"11: has no arms",H
gameid,time,roundNum,sender,contents,tangram
0619-a,1438802704528,1,director,"Hello",0
0619-a,1438802707700,1,matcher,"hey",0
0619-a,1438802749784,1,director,"I'm not sure how to descrive these tiles, but i'll try my best",0
0619-a,1438802764305,1,matcher,"they are kinda odd",0
0619-a,1438802769845,1,director,"Yeah, lol",0
0619-a,1438802775560,1,director,"There's one that looks like an angel, that goes in 2",C
0619-a,1438802792859,1,matcher,"an angel at an angle?",C
0619-a,1438802798167,1,director,"Yep!",C
0619-a,1438802801732,1,matcher,"k",C
0619-a,1438802809657,1,director,"The one that looks like a rabbit sitting (facing right) goes in 3",E
0619-a,1438802828348,1,matcher,"got it",E
0619-a,1438802830217,1,director,"The dancing chicken goes (facing left) goes in 10",A
0619-a,1438802863794,1,matcher,"I think I got that one",A
0619-a,1438802889011,1,matcher,"looks like a fish with a block on it's head?",A
0619-a,1438802889161,1,director,"The one that looks like a person sitting or laying back sort of (facing left) goes in 12",F
0619-a,1438802895847,1,director,"Yep!",F
0619-a,1438802910710,1,matcher,"the bummed guy",F
0619-a,1438802917704,1,director,"Lol, yep",F
0619-a,1438802945756,1,director,"The one that looks like an angel kneeling (facing right) goes in 5",B
0619-a,1438802962784,1,matcher,"got it",B
0619-a,1438802982423,1,matcher,"also looks like a terrier with a block on its nose",B
0619-a,1438803001844,1,director,"Lol, yeah!",B
0619-a,1438803040516,1,director,"There's a sort of roundish one with a block on top, and a squarish one with a block on top. The two more simple ones",J
0619-a,1438803049761,1,director,"The roundish one goes in 1 and the squarish one goes in 4",J
0619-a,1438803075177,1,matcher,"like a cube on a cliff?",J
0619-a,1438803088826,1,director,"Yes, I think that's the one",J
0619-a,1438803109113,1,matcher,"got them",J
0619-a,1438803125786,1,director,"There's one that looks like a bird facing right with a block on it's head, that's in 8",A
0619-a,1438803139630,1,director,"Hmm what else do we have",A
0619-a,1438803167908,1,matcher,"not sure about the last.~~~~~~ looks like a dancer kinda?",I
0619-a,1438803195722,1,matcher,"oops I got it",I
0619-a,1438803219962,1,director,"The one that looks like a guy holding one hand out and looking up? (facing left)",D
0619-a,1438803244260,1,matcher,"the priest one",D
0619-a,1438803251921,1,director,"Yeah, that one!",D
0619-a,1438803254332,1,director,"That's 6",D
0619-a,1438803260136,1,matcher,"k",D
0619-a,1438803266863,1,director,"Do we have any spots left?",0
0619-a,1438803293466,1,matcher,"there's one that looks like a girl praying left",K
0619-a,1438803315617,1,director,"Kneeling down facing right, and with a point sticking out the back?",K
0619-a,1438803328516,1,matcher,"yeah.~~~~~~ a ponytail",K
0619-a,1438803359527,1,matcher,"is that 9?",K
0619-a,1438803365164,1,director,"I have two that could be, 9 or 5",K
0619-a,1438803373743,1,director,"I believe we're seeing 9, yep",K
0619-a,1438803412192,1,matcher,"5 looks like a .~~~~~~ hard to say, a hippo with a block on the head",B
0619-a,1438803463484,1,director,"That looks like 1 for me and 5 looks like someone praying",B
0619-a,1438803493087,1,matcher,"1 looks like someone staring at the sky",H
0619-a,1438803523724,1,matcher,"1 is basically 2 shapes and 5 is more complex",H
0619-a,1438803552580,1,director,"Oh yeah, 1 is more simple than 5",H
0619-a,1438803569812,1,matcher,"I think we got it.~~~~~~ 6 rounds will take forever",0
0619-a,1438803576447,1,director,"Yeah haha",0
0619-a,1438803588941,1,director,"I think wee did alright for the most part, this is sorta tricky",0
0619-a,1438803593398,1,matcher,"do I submit this?",0
0619-a,1438803599845,1,director,"Yep! Sounds good",0
0619-a,1438803607616,1,matcher,"sorta?",0
0619-a,1438803620407,2,matcher,"round 2",0
0619-a,1438803624961,2,director,"Half of them not bad lol",0
0619-a,1438803632746,2,matcher,"same shapes",0
0619-a,1438803634043,2,director,"Oh, they're all the same shapes again",0
0619-a,1438803688942,2,matcher,"start with the ez ones",0
0619-a,1438803691865,2,director,"The simple one with two shapes is in 1",H
0619-a,1438803699749,2,matcher,"k",H
0619-a,1438803706084,2,director,"The angel flying at an angle is in 2",C
0619-a,1438803713462,2,matcher,"k",C
0619-a,1438803722084,2,director,"The bird facing right with a block on it's head is in 5",L
0619-a,1438803750077,2,director,"The rabbit sitting and facing right is in 6 ",E
0619-a,1438803757537,2,matcher,"k",E
0619-a,1438803768363,2,director,"The roundish man sitting back and facing left is in 7",F
0619-a,1438803786723,2,matcher,"the bummed guy?",F
0619-a,1438803796751,2,director,"Yep, he looks pretty bummed",F
0619-a,1438803802721,2,director,"The robed priest is in 3",D
0619-a,1438803813149,2,matcher,"k",D
0619-a,1438803820465,2,director,"The dancing chicken is in 8",A
0619-a,1438803833578,2,matcher,"k",A
0619-a,1438803849820,2,director,"The block on a cliff is in 9",J
0619-a,1438803854435,2,matcher,"k",J
0619-a,1438803869060,2,director,"The fish with a block on it's head (facing right) is in 12",K
0619-a,1438803918946,2,matcher,"not sure if I got that one.~~~~~~ was it the hippo looking one?",K
0619-a,1438803951910,2,director,"i'm having a little trouble seeing which one looks like a hippo, but i think we had the same idea for the last one",K
0619-a,1438804006207,2,director,"Which ones were left",0
0619-a,1438804009936,2,matcher,"looks like the NE corner of the country with a piece broken off and a block on top of Maine",K
0619-a,1438804041767,2,matcher,"we got the girl praying left",B
0619-a,1438804062779,2,director,"I think that was 10",B
0619-a,1438804066844,2,matcher,"k",B
0619-a,1438804086373,2,director,"Do we have them all?",0
0619-a,1438804095156,2,matcher,"11 is a guy squatting and praying right?",K
0619-a,1438804135967,2,director,"Hard to telll what 11 looks like, sort of like a girl with a ponytail laying back and a block on her head",K
0619-a,1438804200969,2,matcher,"hmmm.~~~~~~ yeah I see it",K
0619-a,1438804208509,2,matcher,"8 is the dancer?",A
0619-a,1438804214760,2,director,"Yep!",A
0619-a,1438804221857,2,matcher,"I think that's it",0
0619-a,1438804231180,2,matcher,"I'll submit",0
0619-a,1438804234096,2,director,"Cool, lets give it a try",0
0619-a,1438804243497,3,director,"Getting better lol",0
0619-a,1438804247545,3,matcher,"here we go again",0
0619-a,1438804263592,3,director,"Each round will probably go faster now haha",0
0619-a,1438804267637,3,director,"1 is the dancer",A
0619-a,1438804270592,3,matcher,"one would hope",0
0619-a,1438804276535,3,matcher,"k",A
0619-a,1438804281002,3,director,"3 is the bummed guy",F
0619-a,1438804287150,3,matcher,"k",F
0619-a,1438804292986,3,director,"2 is the bird with block on it's head",L
0619-a,1438804307931,3,director,"4 is the fish facing left with block on it's head",I
0619-a,1438804312611,3,director,"5 is the priest",D
0619-a,1438804315316,3,director,"6 is the rabbit",E
0619-a,1438804323299,3,matcher,"wait !",0
0619-a,1438804334244,3,director,"woops lol",0
0619-a,1438804367382,3,matcher,"not sure about 4",I
0619-a,1438804402800,3,director,"Kind of also looks like someone ice skaing, with one of their legs pointing out",0
0619-a,1438804414433,3,matcher,"oh that one",0
0619-a,1438804421835,3,matcher,"k",0
0619-a,1438804439521,3,director,"I think 8 was the hippo one",B
0619-a,1438804445634,3,matcher,"k",B
0619-a,1438804448976,3,matcher,"wait a sec",0
0619-a,1438804502960,3,matcher,"k.~~~~~~ fed ex was here",0
0619-a,1438804509174,3,director,"Not a problem",0
0619-a,1438804517273,3,matcher,"9 I got the girl praying",H
0619-a,1438804534586,3,director,"9 was the 2-shape one",H
0619-a,1438804541063,3,director,"sort of roundish",H
0619-a,1438804542485,3,matcher,"k",H
0619-a,1438804547430,3,director,"10 was the block on a cliff",J
0619-a,1438804552734,3,matcher,"k",J
0619-a,1438804563197,3,director,"12 was the angel ",C
0619-a,1438804571322,3,matcher,"k",C
0619-a,1438804575035,3,director,"Which two were left?",0
0619-a,1438804579189,3,matcher,"11 the kid?",K
0619-a,1438804598580,3,director,"praying?",K
0619-a,1438804601887,3,matcher,"yeah",K
0619-a,1438804604221,3,director,"Yep",K
0619-a,1438804610236,3,matcher,"that should be it",0
0619-a,1438804614317,3,director,"Okay cool",0
0619-a,1438804621763,3,matcher,"okay",0
0619-a,1438804647516,4,director,"Hmm same ones ",0
0619-a,1438804671991,4,matcher,"the shapes stay the same.~~~~~~ thank God",0
0619-a,1438804679837,4,director,"Yeah or that'd be a nightmare",0
0619-a,1438804688432,4,matcher,"I'd be gone lol",0
0619-a,1438804693763,4,director,"Yep lol",0
0619-a,1438804711397,4,director,"Okay let's see, 3 is the block on a cliff",J
0619-a,1438804722157,4,matcher,"k",J
0619-a,1438804726468,4,director,"(i'll try to start with ones i'm pretty certain we got right)",0
0619-a,1438804730682,4,matcher,"ok",0
0619-a,1438804730992,4,director,"4 is the priest",D
0619-a,1438804737463,4,matcher,"k",D
0619-a,1438804743958,4,director,"8 is the bummed guy",F
0619-a,1438804751041,4,matcher,"k",F
0619-a,1438804753713,4,director,"9 is the rabbit",E
0619-a,1438804760640,4,matcher,"k",E
0619-a,1438804767240,4,director,"10 is the 2-shape round one",H
0619-a,1438804775620,4,matcher,"k",H
0619-a,1438804784566,4,director,"11 is the chicken dancing (beak pointing down)",A
0619-a,1438804795927,4,matcher,"skater?",A
0619-a,1438804821309,4,director,"Ohh maybe we were getting the chicken and skater mixed up",A
0619-a,1438804828441,4,director,"Let's try switching those for this one",A
0619-a,1438804833001,4,matcher,"probably",A
0619-a,1438804836771,4,director,"Lol",A
0619-a,1438804841947,4,director,"12 is the angel",C
0619-a,1438804850159,4,matcher,"skater looks like a fish?",I
0619-a,1438804862733,4,director,"Yep! With the mouth facing left?",I
0619-a,1438804867568,4,matcher,"yeah",I
0619-a,1438804871681,4,director,"Okay, that's in 2",I
0619-a,1438804877669,4,matcher,"k"
0619-a,1438804900002,4,director,"The dancer was in 11 i believe",I
0619-a,1438804912803,4,director,"The bird was 6",A
0619-a,1438804930565,4,matcher,"dancer was the one with the beak?",A
0619-a,1438804949441,4,director,"Yep, the beak is facing down and the block on the back looked like a wing or something",A
0619-a,1438804955403,4,director,"and two legs, one kicking up",A
0619-a,1438804959473,4,matcher,"got it",A
0619-a,1438804967290,4,director,"What else was there",0
0619-a,1438804984353,4,matcher,"what do u have in 7?",B
0619-a,1438805017068,4,director,"Looks like the one we've been calling a hippo I think",B
0619-a,1438805063503,4,matcher,"I have that in  1, 7 looks like a huge beak facing right wiith a block on the head",B
0619-a,1438805109033,4,director,"Yep, or someone praying",B
0619-a,1438805115830,4,matcher,"yeah.~~~ ",B
0619-a,1438805126308,4,matcher,"that's 1? or 7",G
0619-a,1438805144076,4,director,"The hippo is 1,, praying is 7 i think",G
0619-a,1438805147923,4,matcher,"ok",G
0619-a,1438805152450,4,matcher,"think we got it",0
0619-a,1438805159399,4,director,"Cool let's see how we did",0
0619-a,1438805165806,4,matcher,"I'm sending her in",0
0619-a,1438805172474,5,matcher,"not bad",0
0619-a,1438805181623,5,director,"Nice!",0
0619-a,1438805200582,5,director,"Rabbit - 1",E
0619-a,1438805201595,5,matcher,"last 2 rounds",0
0619-a,1438805207892,5,director,"Almost there, we got this lol",0
0619-a,1438805211332,5,matcher,"k",E
0619-a,1438805217553,5,director,"Priest - 2",D
0619-a,1438805223324,5,matcher,"k",D
0619-a,1438805229008,5,director,"block on cliff - 4",J
0619-a,1438805234566,5,matcher,"k",J
0619-a,1438805248839,5,director,"Fish with block on head - 5",K
0619-a,1438805257036,5,matcher,"k",K
0619-a,1438805261626,5,director,"Skater - 6",I
0619-a,1438805271244,5,director,"Hippo - 7",G
0619-a,1438805275473,5,matcher,"k",G
0619-a,1438805277787,5,director,"Angel - 8",C
0619-a,1438805283309,5,matcher,"k",C
0619-a,1438805284241,5,director,"Roundish 2-shapes - 9",H
0619-a,1438805288807,5,director,"Bummed guy - 10",F
0619-a,1438805296752,5,director,"Dancing chicken - 11",A
0619-a,1438805297197,5,matcher,"k",A
0619-a,1438805308636,5,director,"Bird with beak facing right - 12"L
0619-a,1438805318454,5,matcher,"k",L
0619-a,1438805326270,5,director,"Was there just one left?",B
0619-a,1438805331181,5,matcher,"the girl praying?",B
0619-a,1438805335006,5,director,"Oh yeah, 3",B
0619-a,1438805352963,5,matcher,"6 is the squatting guy?",I
0619-a,1438805381149,5,matcher,"or bird head facing right",I
0619-a,1438805392188,5,director,"6 is the ice skater",I
0619-a,1438805400366,5,matcher,"what's 11?",A
0619-a,1438805410001,5,director,"Dancing chicken (beak facing down)",A
0619-a,1438805422334,5,matcher,"and 5>",K
0619-a,1438805425702,5,matcher,"5?",K
0619-a,1438805447782,5,director,"Looks like one of the praying ones, but they're the ones i'm having the hardest time differing lol",K
0619-a,1438805459703,5,matcher,"ok.~~~~~~ think thats it",0
0619-a,1438805463541,5,director,"Also could be a fish with a big mouth open (facing right)",K
0619-a,1438805466851,5,director,"and block on top",K
0619-a,1438805471014,5,matcher,"yep",K
0619-a,1438805476589,5,matcher,"I'm submitting",0
0619-a,1438805489625,6,matcher,"aced it",0
0619-a,1438805497847,6,director,"Awesome!",0
0619-a,1438805499527,6,matcher,"oops not quite",0
0619-a,1438805504670,6,director,"Getting closer hahaha",0
0619-a,1438805509602,6,director,"Okay let's see",0
0619-a,1438805510030,6,matcher,"last one",0
0619-a,1438805516803,6,director,"1 - dancing chicken",A
0619-a,1438805529933,6,matcher,"k",A
0619-a,1438805535718,6,director,"2 - bummed guy",F
0619-a,1438805540895,6,matcher,"k",F
0619-a,1438805557861,6,director,"3 - bird ",L
0619-a,1438805564469,6,director,"4 - roundish one",H
0619-a,1438805572669,6,matcher,"k",H
0619-a,1438805578396,6,director,"5- rabbit",E
0619-a,1438805585956,6,matcher,"k",E
0619-a,1438805590195,6,director,"6 praying girl",B
0619-a,1438805596225,6,matcher,"k",B
0619-a,1438805602533,6,director,"7 hippo",G
0619-a,1438805606095,6,matcher,"k",G
0619-a,1438805609664,6,director,"8 block on cliff",J
0619-a,1438805613553,6,matcher,"k",J
0619-a,1438805617273,6,director,"9 skater",I
0619-a,1438805621379,6,matcher,"k",I
0619-a,1438805623256,6,director,"10 priest",D
0619-a,1438805628343,6,matcher,"k",D
0619-a,1438805629827,6,director,"11 angel",C
0619-a,1438805632025,6,director,"12 fish",K
0619-a,1438805632206,6,matcher,"k",K
0619-a,1438805641304,6,matcher,"ok.~~~~~~here we go",0
gameid,time,roundNum,sender,contents
1903-d,1438804327539,1,matcher,"hello?",0
1903-d,1438804329687,1,director,"hi",0
1903-d,1438804346910,1,director,"1. kind of looks like a rabbit",E
1903-d,1438804354535,1,matcher,"facing to the right?",E
1903-d,1438804357535,1,director,"yup",E
1903-d,1438804361315,1,matcher,"ok got it",E
1903-d,1438804370879,1,director,"7 looks like a guy sitting",F
1903-d,1438804374960,1,director,"facing left",F
1903-d,1438804382205,1,matcher,"got it",F
1903-d,1438804396058,1,director,"9 looks like a flying person",C
1903-d,1438804405361,1,matcher,"got it",C
1903-d,1438804421839,1,director,"5 has a diamond head / looks like it's pointing left",D
1903-d,1438804444350,1,matcher,"like standing and holding some kind of plate or tray?",D
1903-d,1438804464243,1,director,"yeah the bottom looks like feet facing left too",D
1903-d,1438804468758,1,matcher,"ok",D
1903-d,1438804482528,1,director,"2 has a diamond head / the left side is completely straight",J
1903-d,1438804499604,1,matcher,"got it",J
1903-d,1438804519188,1,director,"10 has a diamond head, looks like it's pointing right",L
1903-d,1438804525816,1,director,"looks like knees bent",L
1903-d,1438804542005,1,matcher,"ok",L
1903-d,1438804562336,1,director,"9 looks like loose shirt sleeves and waving around to the right",C
1903-d,1438804568292,1,director,"tilted square head",C
1903-d,1438804576802,1,matcher,"i thought 9 was the flying one?",C
1903-d,1438804581416,1,director,"oops",C
1903-d,1438804583547,1,director,"meant 8",G
1903-d,1438804634302,1,director,"did you get it?",G
1903-d,1438804642204,1,matcher,"lets come back to that one, i'm not sure",G
1903-d,1438804645711,1,director,"ok",G
1903-d,1438804667834,1,director,"11 has a square and triangle next to each other at the top right side",B
1903-d,1438804676537,1,director,"looks like an animal facing left",B
1903-d,1438804683286,1,matcher,"got it",B
1903-d,1438804706751,1,director,"3 looks like two diamonds but a triangle sort of cuts into the second diamond",K
1903-d,1438804728882,1,director,"the diamonds start at the top and goes down",K
1903-d,1438804777666,1,director,"too confusing?",K
1903-d,1438804780527,1,matcher,"haha yea",K
1903-d,1438804784178,1,director,"sorry xD",K
1903-d,1438804802170,1,director,"hmmm, looks like a bird with two things on its head",K
1903-d,1438804812391,1,director,"beak facing right",K
1903-d,1438804819098,1,director,"tail goes straight up",K
1903-d,1438804826506,1,director,"pointed belly",K
1903-d,1438804860655,1,matcher,"the one that's got a diamond head and the body is two triangles? tail facing right and one leg?",K
1903-d,1438804904557,1,director,"uhh",K
1903-d,1438804928607,1,director,"are we just missing 3,4. 8?",0
1903-d,1438804937508,1,director,"I'll try to explain another one",0
1903-d,1438804958887,1,matcher,"ok.~~~~~~see 10?",L
1903-d,1438804966626,1,matcher,"there's a similiar one with a cutout in the back",K
1903-d,1438804992430,1,director,"yeah",K
1903-d,1438804997305,1,matcher,"where does that one go?,K
1903-d,1438805003532,1,director,"3",K
1903-d,1438805025708,1,matcher,"ok, and theres one similar to 2 with a flat left and right side",H
1903-d,1438805052677,1,matcher,"looks like he's kneeling down",H
1903-d,1438805072406,1,director,"should be 4",H
1903-d,1438805090917,1,matcher,"ok and there's one that looks like a rabbit lounging",E
1903-d,1438805092740,1,matcher,"facing left",E
1903-d,1438805096457,1,director,"1",E
1903-d,1438805102742,1,director,"wait",E
1903-d,1438805113708,1,director,"8",G
1903-d,1438805115238,1,matcher,"yea theres one that looks like hes sitting with his hand behind him",G
1903-d,1438805121898,1,matcher,"ok",G
1903-d,1438805122005,1,director,"yeah, 8",G
1903-d,1438805139958,1,matcher,"we just have 6 and 12 now to go i think",0
1903-d,1438805158502,1,matcher,"and 11",0
1903-d,1438805164722,1,director,"6 kind of looks like balancing on one foot",I
1903-d,1438805169441,1,matcher,"ok got it",I
1903-d,1438805176198,1,matcher,"and is 11 or 12 a rabbit?",A
1903-d,1438805176246,1,director,"12 is the one kicking",A
1903-d,1438805190755,1,matcher,"ok, is 11 a rabbit looking thing?",B
1903-d,1438805203615,1,director,"sorta ",B
